Number of elements 658
    32 :  7.9227808e-02 -2.9202385e-02 -1.6852347e-02
    33 : -1.2310465e-02  1.9039335e-03  2.5850988e-03
    34 :  5.1046432e-06  2.4578885e-06 -1.6096777e-06
    35 :  3.6007378e-11  5.1266046e-11 -1.0949642e-11
    36 : -4.8922998e-02  6.2812510e-03  5.8536628e-02
    37 : -1.4473821e-02  1.7792448e-03 -8.7660104e-03
    38 :  3.5845601e-01  2.0329536e-01  8.4652753e-01
    39 :  3.7761458e-03 -3.8503638e-03 -1.0625611e-02
    40 : -7.9846060e-06 -1.6430650e-05 -1.9638284e-05
    41 :  1.8248269e-01  3.2929897e-02  3.5026772e-02
    42 :  7.7932912e-10 -5.1287485e-09  8.4618131e-10
    43 :  2.5560165e-01  2.2983160e-01  2.8948783e-01
    44 : -3.7433844e-01 -6.2646953e-01  1.0181439e-01
    45 :  6.5904106e-02  1.4397432e-01  1.5021109e-02
    46 :  1.0323065e-03 -5.5661512e-04  4.0967066e-04
    47 :  1.0699964e-11 -1.8548930e-11  3.9013024e-11
    48 : -5.9875421e-04  4.5350044e-06  1.0856798e-04
    49 : -3.5141174e-01 -2.6682498e-01 -1.2959226e-01
    50 : -1.8976679e-03  8.3284573e-04  5.4944951e-04
    51 :  1.8179035e-01  3.4456948e-01  1.7698974e-01
    52 :  1.8279796e+00 -1.9188228e+00  2.0074120e+00
    53 :  3.5241970e-04 -4.8622253e-04  7.6275308e-04
    54 : -1.3995129e-01 -2.3142816e-01 -1.7307807e-01
    55 : -1.2113031e-02 -2.2308405e-01 -1.7767155e-01
    56 :  1.5351421e-01  4.2588860e-02  4.2441591e-02
    57 :  1.4344511e+00 -2.3506936e-01  7.2758326e-01
    58 : -2.7644744e-12 -3.1259232e-12  1.0713202e-11
    59 :  3.0909202e-01  1.2816649e-01  1.3690681e-01
    60 :  2.1693400e-01  1.9062606e-01  2.9624874e-01
    61 :  2.2222008e-01  3.6769303e-02  6.1047735e-02
    62 : -1.1513083e-06 -2.7436325e-06  4.0290963e-07
    63 : -1.9986167e-02 -2.5149787e-02  1.0196643e-01
    64 :  6.4012460e-06 -2.5079490e-06  4.7931560e-06
    65 :  2.6360458e-01  1.9903960e-01  1.2401537e-01
    66 : -3.5369114e-06  4.9755458e-06  5.7952630e-06
    67 : -5.2332323e-02 -1.4888166e-01 -1.0461967e-01
    68 : -9.0774396e-02 -1.2000436e-01 -2.1856504e-01
    69 :  1.2301393e-01  9.4211174e-02  4.6733346e-02
    70 : -2.4943728e-03  5.4557965e-04  1.1879490e-03
    71 :  1.2770254e-01  2.0901098e-01  5.9615211e-02
    72 :  1.4451690e-01  1.3881356e-01  7.5716093e-02
    73 :  3.2631448e-02  2.0891231e-03  4.3634832e-04
    74 :  1.0951929e-09  1.3044577e-09  2.4086234e-10
    75 :  3.0862179e-09  7.1774838e-09 -4.4016764e-09
    76 :  1.3069840e-01  2.0230655e-01  7.2633865e-02
    77 : -5.3568204e-06  2.7566868e-06 -7.9818019e-06
    78 :  1.2817118e-04  8.0699922e-06 -5.5348167e-05
    79 :  6.7885674e-10  8.0078964e-09 -1.0623089e-08
    80 : -6.2192450e-11 -3.9944342e-10  6.3886653e-11
    81 :  6.1588220e-05 -6.4981862e-05  1.0997869e-04
    82 : -2.5021948e-10  3.3751670e-10 -6.2151838e-10
    83 : -3.2428925e-06  1.1378210e-07  1.8663202e-05
    84 :  1.6308937e-01  1.7173948e-01  1.0623948e-01
    85 : -1.2062352e-02 -5.8849323e-03 -1.6273197e-03
    86 :  1.1370778e-08 -4.1444243e-08 -1.7279266e-08
    87 : -2.7528586e-06  4.7519567e-06 -4.3883140e-06
    88 : -2.5508400e-01 -2.0755349e-01 -1.4796336e-01
    89 :  3.3036396e-04 -2.4082987e-04 -2.1906301e-04
    90 :  1.9157263e-01  1.2278837e-01  1.7525660e-01
    91 : -2.8014578e-01 -3.7562170e-01 -1.8131234e-01
    92 :  5.6674179e-05  5.5525128e-05 -2.8601715e-04
    93 : -2.6604710e-03 -9.3913847e-03  3.9652517e-02
    94 :  1.1812080e-02  4.1661747e-02 -1.5136317e-01
    95 :  1.0924083e-01  1.6181719e-01  3.7741302e-02
    96 : -2.1483955e-05  2.9746506e-05 -5.3938527e-05
    97 : -2.2282076e-01 -2.1326436e-01 -3.1867611e-01
    98 :  2.0916903e-01  2.7859028e-01 -1.2812761e-01
    99 :  8.4235438e-06 -2.2685848e-05 -1.7620516e-05
   100 : -2.4829241e-05  4.2756351e-07 -3.7799606e-05
   101 : -7.0439235e-04  8.0756983e-04  1.5831893e-03
   102 : -1.9046293e-01 -9.2315025e-02 -2.1350803e-01
   103 :  1.6362411e+00 -1.9684139e+00  1.9751004e+00
   104 :  8.6648199e-05 -1.3149340e-03 -1.8085481e-03
   105 : -2.7760958e-06 -5.0154229e-07  1.6309647e-06
   106 :  4.1676236e-03 -1.0470978e-02  2.8426980e-03
   107 : -1.2792301e-06  1.1634788e-06  1.9872584e-06
   108 :  1.5741406e-07 -1.1458986e-07  1.4757870e-09
   109 : -2.7163428e-05 -1.7272565e-05  1.4534713e-06
   110 :  9.6898547e-02  1.4854070e-01  1.9335305e-02
   111 : -2.2907871e-05  9.5765371e-06  6.3290367e-06
   112 : -2.5651861e-03 -1.3076432e-04 -1.2242040e-03
   113 :  1.5748176e-01  7.8064110e-02  2.1808109e-01
   114 : -7.6423626e-02 -1.0699305e-01 -2.7238653e-01
   115 :  4.8305454e-01  1.7086526e-01  1.4799457e-01
   116 :  5.3510627e-06 -7.4382610e-06 -3.4373559e-06
   117 : -6.7504578e-05 -1.2957825e-02  2.9162667e-03
   118 :  2.3111777e-01  1.1862092e-01  1.0920335e-01
   119 : -4.2150782e-04  3.7582629e-04 -8.4189562e-04
   120 : -2.3840655e-01 -1.9431230e-01 -4.7568107e-01
   121 :  3.1324776e-08  2.1258793e-07 -7.3132634e-08
   122 : -2.8982726e-01  5.6641397e-01 -1.8902291e-01
   123 :  4.2049903e-02  3.8844437e-02  2.0048389e-02
   124 : -1.0090852e-02  1.7853549e-02 -2.9814899e-02
   125 : -5.4830887e-08  2.7361027e-07 -6.8812490e-08
   126 :  7.3094899e-05 -4.5720804e-06 -5.0874225e-06
   127 : -3.2523087e-07 -4.3435047e-07  6.1821863e-07
   128 : -5.3587886e-05 -1.1216645e-04 -1.6496357e-04
   129 : -2.5341384e-02 -1.6403241e-02  1.2329790e-01
   130 : -6.1107785e-06  2.0804139e-06 -2.6491999e-05
   131 :  3.9062145e-01  9.7343084e-02  4.7488511e-02
   132 : -4.9175018e-09 -1.0135828e-06  6.1572090e-07
   133 :  4.5228775e-08 -2.0074023e-08 -1.4551338e-08
   134 : -1.3653457e-01 -6.9130535e-02  7.4243549e-04
   135 :  3.0390316e-01  1.0413946e+00  4.6972986e-02
   136 :  6.3607212e-04 -8.0765955e-04  7.4092069e-04
   137 : -3.5485396e-11 -6.8082614e-12  4.0562186e-11
   138 : -2.2521556e-08  5.1504487e-08 -1.7381378e-08
   139 :  1.9877173e-01  6.2934511e-01 -4.0603697e-02
   140 : -4.8681528e-04  7.9678294e-04 -3.5681277e-04
   141 :  5.1539463e-06 -1.0153668e-05  2.7648853e-06
   142 : -5.4415376e-04 -6.5893474e-02  3.5939608e-02
   143 :  3.0772847e-06 -4.0573851e-06 -5.1185525e-06
   144 : -4.3041299e-04 -7.0830480e-04  2.1761994e-03
   145 :  5.0480250e-09 -2.0276081e-09  3.3188564e-09
   146 :  1.1714308e-01  3.0825721e-02  1.5056205e-01
   147 :  1.3218055e-01  2.2534008e-02  7.3115386e-03
   148 :  2.3161351e-07 -2.3711084e-07 -9.8780114e-07
   149 : -9.5215582e-03  9.1944722e-02  3.3182853e-02
   150 :  2.0632423e-06  6.6232872e-06  1.5898509e-06
   151 : -1.5542553e-01 -1.0037138e-01 -1.1314870e-01
   152 : -5.0327761e-10  2.5995691e-10 -3.7200913e-11
   153 :  1.6304197e-01  9.3881948e-02  6.2865140e-02
   154 :  1.6500403e-05  1.2722682e-05 -2.7935220e-05
   155 :  9.3457285e-04  5.7567627e-04 -1.5002460e-04
   156 :  5.0919423e-06  4.1294588e-06 -1.3864331e-06
   157 :  1.4476193e-01  9.3400045e-02  9.4537274e-02
   158 : -1.9673461e-01 -2.2040174e-01 -3.1382926e-01
   159 : -2.1213428e-05  2.9612981e-05  6.6088786e-05
   160 :  3.8351264e-02 -6.4199319e-02  3.0264566e-02
   161 : -2.9239911e-01  2.6850325e-01  6.2843747e-01
   162 : -7.3847317e-02 -2.1196685e-01 -1.6471008e-01
   163 : -3.8279291e-02 -1.7360996e-01 -1.1233512e-01
   164 :  2.1254711e-01 -2.8145208e-02  1.3339897e+00
   165 :  6.2919293e-02 -6.1752927e-02  5.6538862e-02
   166 :  1.8314202e-01  1.1560920e-01  6.1092336e-03
   167 : -7.5264964e-08 -5.4643443e-08  2.2428912e-07
   168 : -9.8326803e-03 -4.0972821e-03  1.4394259e-03
   169 :  1.5893439e-07  5.8189398e-07 -1.4226665e-07
   170 :  5.9972077e-04  1.3333447e-03 -2.5138003e-03
   171 : -1.3608299e-05 -3.2104286e-06 -2.7454910e-05
   172 :  3.0295911e-03  1.5892831e-03 -3.2719026e-03
   173 : -3.6083600e-02 -7.5433190e-02 -1.1573009e-01
   174 :  7.1405878e-06 -1.2404621e-05 -1.1178012e-05
   175 :  1.8333593e-04 -2.5060833e-04 -6.1404869e-04
   176 :  1.3233159e-04  6.6364143e-06 -4.6521933e-04
   177 : -1.3204418e-01 -1.3409237e-01 -5.9669945e-02
   178 : -1.0751808e-01 -2.3644069e-01 -2.4671072e-01
   179 : -3.2165592e-02 -2.4743452e-03 -2.9054071e-02
   180 : -2.0315037e-01  5.2316697e-02  3.0264356e-02
   181 : -1.0926510e-01 -6.2567325e-02  3.0215783e-02
   182 : -1.5350969e-01 -1.4131991e-01 -1.1103101e-01
   183 :  5.2676583e-07 -5.0506242e-07 -8.2210320e-07
   184 :  1.3231488e-01 -1.9484730e-03 -1.9015524e-02
   185 :  1.3928389e-12 -2.7728799e-12  6.5481512e-13
   186 :  1.8664990e-04  6.3460691e-05 -1.0278124e-04
   187 : -7.8704201e-02 -4.4780631e-02  6.2120763e-02
   188 :  7.6834106e-07  1.2546012e-06 -2.3681858e-06
   189 : -3.5632282e-08  1.0541788e-07  6.6001395e-08
   190 :  1.3789838e+00 -4.6399656e-01  3.1483072e-01
   191 : -6.2419612e-02  3.0576553e-02 -1.3301502e-02
   192 : -1.4003066e-01 -2.5244540e-01 -1.4218400e-01
   193 : -1.6545961e-04  1.6582976e-04 -5.1984902e-04
   194 :  1.3757601e-06 -5.7002682e-06  3.2373295e-06
   195 :  4.5804391e-09 -2.5926482e-08  7.2550963e-09
   196 : -2.1014571e-05  5.6367215e-06 -1.5731601e-05
   197 :  6.2325558e-02  2.4821288e-01  1.3073470e-01
   198 :  6.5683493e-09  6.5591483e-09 -3.1234053e-08
   199 : -7.2804037e-06 -2.7632142e-06  1.0493742e-05
   200 : -2.1534442e-08 -3.1098605e-08  2.5362717e-08
   201 :  6.9828707e-02 -7.0227198e-03  1.2014264e-01
   202 :  7.6227247e-01 -1.4227016e-01 -7.9582026e-02
   203 : -8.3066243e-10 -3.9468682e-09  5.3887588e-09
   204 :  1.1087703e-01  5.9280642e-02  2.2828447e-01
   205 :  1.7886642e+00 -1.4903400e+00  1.9886682e+00
   206 :  1.1884776e-01  2.3262674e-02  7.1535650e-02
   207 : -6.0895348e-09 -3.2360756e-08  2.2195467e-08
   208 :  7.4981825e-02  1.2674453e-01 -1.7290093e-02
   209 :  2.6202701e-09 -8.3714393e-09  5.8964364e-09
   210 :  1.9178756e-01  1.0627383e-01  1.5980324e-02
   211 :  3.7524650e-02 -8.3598573e-03 -1.9616098e-04
   212 : -2.0866218e-01  6.3256789e-03 -3.7540936e-01
   213 : -3.4123170e-01 -1.6374182e-01 -3.6803352e-01
   214 : -1.1587651e-02  1.3919668e-03 -7.8844802e-03
   215 :  5.0971890e-07  1.9556479e-06 -3.0662954e-06
   216 :  1.4007576e-01 -6.7356276e-03 -5.3644754e-02
   217 : -3.7303784e-09  2.4666746e-09 -7.8053663e-10
   218 :  2.3594274e-01  5.0289910e-02  2.2989223e-01
   219 :  1.9491162e-01  6.5741996e-02 -2.4679345e-02
   220 :  9.5171314e-06 -1.4630111e-05 -1.0140840e-05
   221 :  3.2423870e+00 -5.6838028e+00  2.6231784e+00
   222 :  1.6869664e-09 -1.0373449e-09 -1.8208603e-10
   223 : -1.8353255e-03  5.5031005e-02  3.8242612e-03
   224 : -3.0769725e-05  2.7421423e-05  6.0716813e-05
   225 : -1.7513815e-06  4.7781175e-07 -6.4583256e-07
   226 : -1.5805477e-05  6.6987988e-05 -2.9281953e-05
   227 :  3.5596830e-09  1.3126440e-08 -4.3708154e-09
   228 :  5.3301116e-11 -1.6723258e-11 -5.3142696e-12
   229 : -1.5297002e-05  5.0065166e-05 -2.5180370e-05
   230 : -5.2346014e-08 -1.7228486e-07 -1.4541822e-08
   231 : -6.8634531e-04  3.8458796e-04  3.4687496e-03
   232 :  3.0683061e-08  5.3656818e-08 -2.0923146e-07
   233 :  9.8650353e-02  1.4931038e-01 -3.7436385e-03
   234 : -1.2992498e-05  3.7078369e-06 -4.6169206e-06
   235 :  3.7647664e-06  3.9955000e-06 -7.6206592e-06
   236 :  1.5197257e-03  1.5867197e-03 -3.6836081e-03
   237 :  3.9988111e-01 -1.4675769e-01  2.5365193e+00
   238 :  2.4107911e-12 -4.2682819e-12 -1.4618973e-12
   239 : -5.7948620e-02 -3.7111931e-01 -5.6561012e-01
   240 : -9.8784330e-07  5.8925158e-08  5.0881071e-07
   241 :  1.0113408e-01 -1.5301587e-02  2.2263357e-02
   242 : -1.7041612e-04  1.5893531e-04 -3.3521089e-05
   243 : -6.6865266e-02  6.3457451e-02  1.0158039e-02
   244 :  1.1590167e+00  3.1622685e-01 -9.2741280e-02
   245 :  2.8053950e-05  1.4651356e-05 -8.9196277e-05
   246 : -1.4978772e-13  4.9590901e-13 -9.9303191e-13
   247 :  2.4283885e-01  2.0110803e-02  7.4035048e-02
   248 : -1.3422045e-01 -9.7217053e-02 -1.7309294e-01
   249 :  9.8342596e-06 -5.0332244e-06 -4.2524553e-05
   250 : -1.2930413e-01 -1.8552602e-01 -3.6418354e-01
   251 :  4.0482744e-05  1.6368100e-07  8.7507314e-06
   252 :  4.4408528e-01 -5.8675761e-02 -1.1238917e-01
   253 : -1.5843345e-04  6.7257980e-05 -5.4469875e-05
   254 :  7.1260019e-01  5.9186026e-02  2.8281884e-02
   255 :  2.4454868e-01  1.3196825e-01  1.7913806e-02
   256 : -3.4403281e-03  5.4761269e-02 -1.5513987e-02
   257 :  1.4503026e-09 -9.7000660e-09  3.0064414e-09
   258 :  7.2782645e-06 -2.3656631e-07  4.3433455e-06
   259 :  8.8281656e-12 -1.3971324e-11 -7.4661785e-12
   260 : -3.2791877e-10 -1.2528074e-10 -6.5599387e-11
   261 : -4.5613349e-01 -2.3905486e-01 -3.6411173e-01
   262 : -1.7583515e-02  6.1700645e-02  2.1878244e-02
   263 : -2.3513480e-05  4.6707172e-07  2.7782473e-06
   264 :  1.8897357e-07 -7.4046382e-09 -4.7950252e-08
   265 : -3.7786773e-06 -1.1624888e-05 -3.1231405e-05
   266 : -2.9758924e-04  1.4527225e-03 -6.4989922e-04
   267 :  1.4171542e-01 -5.4538729e-02  6.0691382e-02
   268 : -8.8549742e-02  9.6903771e-03 -2.7240825e-03
   269 : -3.7868019e-04 -4.0596744e-04  1.2612477e-05
   270 : -1.7350750e-04 -6.2446627e-04  1.2806716e-03
   271 :  2.1527520e-04 -3.4451542e-05 -4.1279698e-09
   272 :  1.4495630e-01  1.1563859e-01  9.7512153e-02
   273 :  8.1239638e-04  3.4787907e-03 -4.2591248e-02
   274 :  7.1831142e-02  1.2231504e-01  1.6400549e-01
   275 :  1.4742618e-07 -2.0893085e-07 -3.1366474e-07
   276 :  2.0045108e-04 -1.7562524e-04 -4.2337581e-04
   277 :  4.8365563e-07 -3.5987680e-06 -2.9577214e-07
   278 : -1.6323775e-02 -1.0712873e-03 -6.1549917e-03
   279 : -8.0705447e-04 -1.5720643e-03  6.4874576e-04
   280 : -7.7521056e-05  4.9136481e-04 -6.8536643e-05
   281 :  5.7806271e-03 -2.1297062e-03 -1.0396450e-02
   282 :  2.2685041e-10 -1.9613005e-10 -7.2532929e-10
   283 :  9.4516194e-02 -6.3869504e-03  2.6882545e-02
   284 : -2.6384210e-04  1.7531536e-03 -5.7099046e-04
   285 : -6.0039581e-04 -2.5560349e-04  3.6213948e-04
   286 : -1.4597840e-02 -4.7364067e-03  3.6580094e-03
   287 :  2.8306900e-01  4.9827169e-02  1.2346373e-01
   288 : -2.3931361e-09  4.7703193e-09  7.4175959e-10
   289 :  3.3681033e-07  4.6018209e-06 -1.9513198e-06
   290 :  8.3968000e-06  5.6506386e-06 -8.1407414e-06
   291 : -1.6020905e-02 -6.2811384e-05 -1.5506479e-02
   292 :  4.0585927e-09 -1.4229202e-09  5.2003207e-10
   293 :  4.6825382e-07  2.5201101e-07 -9.3461536e-08
   294 :  3.2706933e-05 -3.1387615e-06 -3.8819787e-05
   295 : -1.6385537e-01 -3.5010600e-01 -3.8126493e-01
   296 : -1.5788498e-02 -9.7569306e-03  8.2274188e-04
   297 :  2.6366596e-01  1.9251093e-01  9.1039430e-02
   298 : -1.8543163e-05  6.4502021e-05 -1.1026078e-05
   299 :  2.7702752e-03  2.9495970e-03 -9.0626444e-04
   300 : -2.5090654e-04 -2.8608416e-05  2.6628812e-05
   301 : -1.6246174e-02  5.9790374e-02 -1.0966491e-02
   302 : -5.4614582e-02  1.4320709e-01 -5.0326526e-02
   303 :  8.5936457e-05  1.3147662e-04 -4.9363958e-04
   304 :  5.2771481e-02 -2.8127018e-02  1.2964996e-01
   305 : -4.1177253e-08 -3.7009687e-08  1.7099194e-08
   306 :  1.4910288e-07  1.0539114e-09 -3.0086516e-09
   307 : -1.6905831e-03  4.4468378e-04  7.1101271e-04
   308 :  2.2167290e-01  1.2355673e-01  2.4815792e-01
   309 : -4.9345827e-02  1.0860770e-02  8.0195707e-02
   310 :  2.2765462e-01  8.0618102e-02  1.9020994e-01
   311 : -2.1758484e-04  4.6806139e-05 -4.4456040e-05
   312 : -3.3491545e-03 -6.8258226e-03 -1.2584666e-04
   313 : -3.0656683e-06 -2.1236842e-05  4.6580514e-06
   314 : -2.3268277e-01 -2.3590389e-01 -1.2859322e-01
   315 :  2.2966653e-03  2.7794278e-03 -1.8745104e-04
   316 : -9.0441062e-07 -2.7916500e-06  4.9249176e-05
   317 :  1.0408429e-04 -3.0774483e-05  6.6584424e-05
   318 :  7.7758407e-03  4.5493398e-03  1.2047911e-01
   319 : -5.4854887e-03 -1.0442499e-02  3.0130595e-02
   320 :  6.3603818e-02  4.7376649e-02 -4.2129626e-03
   321 :  2.8851203e-03  1.0961691e-04  1.6563367e-04
   322 :  3.0122186e+00 -4.5450792e+00  2.4449323e+00
   323 :  1.5312454e-01  1.5592550e-01  6.6803128e-02
   324 : -7.8491780e-02 -5.3149925e-03 -1.0808562e-01
   325 : -3.2191443e-09  6.4041857e-09 -1.2794729e-08
   326 :  2.0657395e-03  9.2922812e-04  5.0464930e-04
   327 :  2.0444936e-01  1.4586037e-01  1.2103732e-01
   328 : -1.4490299e-09  3.8671460e-09 -1.1703869e-09
   329 :  2.7947140e-01  7.8019576e-01  8.2896235e-01
   330 :  9.0750452e-02  1.9039696e-02 -1.2701247e-02
   331 :  2.1924091e-01  1.2209141e-01  8.2146784e-02
   332 :  2.5417233e-05  3.2461448e-05  6.6174385e-05
   333 :  4.1659902e-02  2.1375364e-01  1.2579016e-01
   334 :  5.1411438e-04 -3.1402595e-05  8.0426705e-04
   335 :  3.3547103e-05 -7.5028282e-06  1.7342065e-05
   336 :  1.4986078e-04 -1.6430448e-04 -1.6646745e-04
   337 :  9.3874761e-05  5.2900422e-05 -1.3907866e-06
   338 :  3.7894715e-04  8.7932727e-04 -2.2138421e-04
   339 :  5.7814456e-02  2.3917892e-01  8.0362960e-02
   340 : -2.8833950e-09  5.5577560e-09  1.5305485e-09
   341 : -6.1628166e-06  1.1719108e-04 -2.4621127e-05
   342 : -9.4017404e-06  1.2068460e-05 -1.8657812e-05
   343 :  5.0733835e-04  1.0111770e-03 -7.8002424e-05
   344 :  1.0836574e-03  2.3205473e-03  1.3975349e-04
   345 :  4.5868967e-02  1.6164048e-01  4.5990745e-02
   346 : -7.7515832e-04 -2.4313504e-03 -2.2590517e-03
   347 : -2.4428288e-04  7.1841323e-04  4.1236355e-04
   348 :  1.8517019e-10  5.7254830e-10 -6.7743284e-10
   349 :  4.8595575e-03 -3.3601475e-03 -1.5968411e-03
   350 :  2.5073059e-03 -1.0718350e-03 -1.0729723e-03
   351 :  1.5236981e-01  1.6072965e-01  2.4221692e-02
   352 :  2.6012332e-05  5.5172008e-05  1.0206530e-04
   353 :  1.0641646e-01  1.7142623e-01  4.8085985e-03
   354 :  2.5895909e-06  3.9349266e-06 -7.7344295e-06
   355 : -1.7443923e-04  8.6407466e-05 -5.1623734e-05
   356 :  1.1822935e-06 -3.0094595e-05  1.8917167e-05
   357 : -9.9737330e-07 -2.7628317e-07  4.6175146e-07
   358 : -5.7905948e-04 -5.4074373e-04  1.9008452e-03
   359 : -2.2443217e-06  1.8285187e-06 -2.2424268e-06
   360 : -3.9229311e-04 -4.1258522e-04  2.8074759e-04
   361 : -9.3525527e-04 -4.4610147e-04 -2.0374324e-03
   362 : -1.6452279e-05  3.2704230e-06  3.5304000e-05
   363 : -7.9565565e-04  1.8285666e-03  2.2450783e-03
   364 : -7.4844748e-05 -3.6410051e-05 -1.0784347e-04
   365 : -2.2466394e-03 -3.5345014e-03 -1.0501227e-02
   366 :  3.5119312e-02  1.9746688e-01 -3.0716162e-02
   367 :  7.5069557e-02  8.5967325e-02 -6.3671809e-02
   368 : -1.2741714e-02 -1.0618229e-02  6.3296870e-02
   369 :  4.2086334e-01  1.9794683e-01  9.5044677e-02
   370 : -2.2684128e-09  4.6071216e-09 -4.7674215e-09
   371 :  1.2803119e-01  1.1728465e-01  9.5267079e-03
   372 :  2.6611759e-12 -4.5418060e-12 -7.3113804e-12
   373 :  1.5802669e-06 -2.8313740e-07  5.8926425e-06
   374 : -8.9374706e-08  8.9139696e-09  1.1400605e-07
   375 :  1.5503140e-04 -3.4021074e-04 -1.3376980e-04
   376 :  2.4634947e-04  4.5558647e-04 -9.8124758e-05
   377 :  2.3607637e-05 -1.0711821e-04  2.1199031e-05
   378 :  1.1225801e-07 -2.0269016e-07 -1.7614391e-08
   379 :  1.4605080e-01  9.3926183e-02  1.9017017e-02
   380 : -5.4015219e-05  2.2448414e-04  4.5605733e-04
   381 : -6.4403906e-06 -5.6730781e-06  4.2372077e-06
   382 : -3.2265428e-07  5.4034016e-07  6.5389665e-08
   383 :  2.4692886e-12 -5.8774506e-13 -5.8139229e-13
   384 : -9.7533629e-06  9.2663459e-06 -1.0629214e-06
   385 :  1.6672158e-01  7.2729912e-02  5.2959661e-02
   386 : -1.5532195e-05  5.3537852e-05 -1.1205183e-05
   387 :  2.4601366e-07 -5.3758216e-07  9.8913257e-08
   388 :  4.2444616e-04 -3.7436220e-04 -1.4751071e-04
   389 : -2.8721763e-05  5.9171947e-06  8.2033165e-05
   390 : -1.9754637e-05  7.1926059e-06 -1.7208850e-05
   391 :  1.1738746e-01  1.3930175e-01  4.4195854e-02
   392 :  1.4363607e-05 -1.0132132e-05  9.7987127e-07
   393 :  8.0319576e-05 -1.8466684e-04 -3.2312956e-05
   394 : -6.9701514e-05  2.6271783e-05  1.9563577e-05
   395 :  3.7087527e-04  7.2804945e-04  1.1370633e-04
   396 : -2.3890123e-03 -1.2171190e-02  9.9334059e-05
   397 :  1.5735262e-01  4.8356214e-02  9.9072808e-03
   398 : -2.2604104e-10  3.0320625e-09 -3.2424710e-09
   399 :  5.3334027e-06 -3.9662992e-06 -1.0213223e-06
   400 : -1.6145987e-05  3.7320867e-05  1.9587523e-05
   401 : -3.3532371e-03  2.7894029e-02 -9.8986441e-03
   402 :  6.2214474e-02 -8.3813155e-03  4.0680933e-03
   403 : -1.1224304e-03  3.0189023e-03  4.1391390e-04
   404 : -6.0139047e-06 -1.5531780e-05  7.1386881e-05
   405 :  1.2289702e-04 -4.0868150e-05  9.3199901e-05
   406 :  1.9869646e-01  2.1468058e-01  9.6785065e-02
   407 : -3.2999647e-05 -1.0579636e-05 -1.9917390e-05
   408 : -3.3482256e-06  5.0814602e-06 -2.7826671e-06
   409 :  6.3774531e-05  2.5789579e-05  4.3383433e-05
   410 : -8.3529933e-06 -1.4142449e-05  4.2728159e-06
   411 : -1.5379489e-04 -7.6858073e-05  8.6748139e-05
   412 :  6.6497813e-05 -6.6660614e-05  4.3110048e-04
   413 :  1.7919618e-04 -1.3237326e-04 -4.7692043e-04
   414 : -1.7331386e-04  4.5283980e-05 -3.0590446e-04
   415 :  2.5326664e-06  5.6612681e-05 -2.6338759e-06
   416 : -1.2727745e-06  8.3115413e-07 -1.7272429e-06
   417 :  1.2557154e-01  1.4273557e-01  6.4930872e-02
   418 : -9.3789957e-02  6.5743945e-02  1.5162959e-01
   419 :  2.2403028e-01  1.0192751e-01  1.6813906e-01
   420 : -4.2759640e-02  2.1124194e-01  1.9472626e-02
   421 : -2.9182097e-03  9.3195934e-04 -2.3167303e-03
   422 : -4.7473594e-10 -7.3758185e-10  2.6281573e-10
   423 : -4.3673307e-04  1.3339041e-05 -5.6498067e-05
